		d07ctrl031	d07ctrl032	d07ctrl033	d07ctrl034	d07ctrl035	d07ctrl036	d07ctrl037	d07ctrl038	d07ctrl039	d07ctrl040	d07sub041	d07sub042	d07sub043	d07sub044	d07sub045	d07sub046	d07sub047	d07sub048	d07sub049	d07sub050	d07ther051	d07ther052	d07ther053	d07ther054	d07ther055	d07ther056	d07ther057	d07ther058	d07ther059	d07ther060	d35ctrl091	d35ctrl092	d35ctrl093	d35ctrl094	d35ctrl095	d35ctrl096	d35ctrl097	d35ctrl098	d35ctrl099	d35ctrl100	d35sub101	d35sub102	d35sub103	d35sub104	d35sub105	d35sub106	d35sub107	d35sub108	d35sub109	d35sub110	d35ther111	d35ther112	d35ther113	d35ther114	d35ther115	d35ther116	d35ther117	d35ther118	d35ther119	d35ther120	d78ctrl181	d78ctrl182	d78ctrl183	d78ctrl184	d78ctrl185	d78ctrl186	d78ctrl187	d78ctrl188	d78ctrl189	d78ex1sub	d78ex2sub	d78ex3sub	d78sub191	d78sub192	d78sub193	d78sub194	d78sub195	d78sub196	d78sub197	d78sub198	d78sub199	d78sub200	d78ther201	d78ther202	d78ther203	d78ther204	d78ther205	d78ther206	d78ther207	d78ther208	d78ther209	d78ther210
trt	ARG_name	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	ther	ther	ther	ther	ther	ther	ther	ther	ther	ther	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	ther	ther	ther	ther	ther	ther	ther	ther	ther	ther	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	ther	ther	ther	ther	ther	ther	ther	ther	ther	ther
gene_3123235	ugd	4271	1	1	1	1	1	1	1	1	1	1	8534	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66938	1	1	3124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3127947	bacA	1	11852	1	1	116115	1	1	1	1	1	1	1	153176	1	1	1	1	1	1	1	1	1	1	21123	1	11819	1	1	59235	1	1	1	1	1	1	15196	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25030	1	1	1	1	1	1	1	1	1	1	33731	1	1	1	17653	1	1	1	1
gene_3137248	vanI	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4335	1	1	1	1	1	1	2201	1	1	1	2806	1	1	1	1	1	3157	1	1	3190	1	11024	8177	1	1	1	1	1	1	7872	1	1	1	6802	3011	1	1	1	1	1	1	1	1	1	1	1	1	2131	1	1	1	1897	1	1	1	1	1	1	2099	1	1	7890	1	1	1	1	1	1	1	3263	1	1
gene_3139583	aad(6)	671723	720375	655674	704598	581726	958057	1076973	349498	678400	741443	462450	493022	751738	1065724	691478	889344	1173703	1247784	1277936	695649	2090844	1715251	1371614	1646673	761860	1316972	698060	559752	2204544	1141781	712558	986019	695504	887847	1048974	528732	1100868	902729	1181497	1048098	1260083	640728	1007306	810711	1010464	854316	1240072	1304531	1001556	636583	736555	1079141	1844152	985448	878792	968118	1499364	1764485	983081	1225460	293149	387285	458637	484541	631040	760047	703384	511502	552880	840454	450256	536944	628362	792892	727034	744610	521825	535801	631328	831443	705268	647991	866006	813379	858335	707430	501934	474276	538272	1026530	637856	955794
gene_3139584	SAT-4	180823	112464	111339	90358	118050	231775	107503	125729	214762	202202	127461	24086	88988	149579	73387	192391	169001	231748	42066	151728	257406	383607	62449	214750	54216	280370	102716	1	173977	34118	141842	199893	55456	108760	112786	61797	171867	110400	275264	136477	282450	171480	143089	43020	185118	108269	566832	291491	263146	91840	188913	51494	145951	432025	128796	194325	205098	220760	167003	100133	115885	224233	185735	294204	386507	324897	510809	256858	209943	146143	89406	317239	237504	232414	276937	199282	188365	285417	146956	375726	242532	439785	226840	194328	152044	270996	223890	155543	183006	266458	241285	257878
gene_31411	Vibrio anguillarum chloramphenicol acetyltransferase	61123	95040	52925	261802	108074	65289	98418	1	141158	256313	1	1	1	18058	4430	1	1	160872	1	334799	1	1	1	375056	1	1	1	1	1	7208	27662	84462	42178	40211	148926	13056	248982	1	36729	5242	1	344167	80614	54533	11733	189526	1	3973	10589	349252	223502	1	1	1	14842	88952	12380	1	1	9402	13990	1	1	1	1	1	1	1	1	1	1	65464	1	1	2340	134726	1	26800	6899	51489	1	69144	1	1	8030	1	1	1	1	1	1	8071
gene_3180381	poxtA	1	1	4028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15689	1	1	1	1	1	1	1	1	1	1	1	3553	1	1	1	1	1	1	1	1	1	5468	2721	1	1	1	1	1	1	16942	1	1	1	1	1	7186	1	1	11743	1	1	3520	1	1	1	38810	1	14728	1	3206	1	1	6118	2363	1	7019	1	5470	1	1	2704	6479	17313	1	1	9522	5528
gene_3184100	emrK	1	1	1	1	17192	1	1	1	1	12620	1	1	1	1	9161	1	1	43393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3184101	emrY	6562	1	1	1	1	1	1	1	1	1	7709	8741	1	1	3805	1	1	6007	7633	1	1	9944	1	1	1	2907	1	1	4857	6191	1	1	1	1	1	1	4455	1	10515	1	1	1	1	1	1	1	1	10237	1	1	4570	1	1	6399	1	1	10633	1	7130	1	3004	1	1	1	1	1	1	1	1	1	1	1	1	1	8040	1	1	1	1	1	1	1	1	41484	1	23739	1	8684	6991	1	11940	1
gene_3188877	marA	10235	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12156	1	1	1	1	1	14484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3189918	AcrF	6235	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8287	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	117256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3191022	tet(44)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46181	1	1	1	1	1	1	1	1	1	1	1	1	21673	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3208956	cpxA	4676	1	5399	1	1	1	1	5419	1	11206	1	1	1	1	1	1	1	12843	1	6540	1	17716	9690	16662	1	1	1	1	20766	13235	1	1	1	1	1	1	1	1	1	1	1	6652	1	1	1	1	1	1	1	1	4886	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4922	1	1
gene_3213955	Vibrio anguillarum chloramphenicol acetyltransferase	1	1	1	1	1	1	1	1	1	1	1	1	1	5115	1	1	1	7925	1	1	1	1	1	41122	12977	1	1	1	1	16333	15670	13049	1	6508	6749	4931	17631	8809	90162	17819	1	131346	1	1	1	1	1	1	1	29311	6029	12326	1	1	1	1	1	1	1	5326	75290	50848	13337	4857	37006	49771	11645	39666	21159	1	342405	208379	268004	233650	129925	38160	90175	60727	199329	155562	1	83235	22624	21889	1	8947	1	1	1	115411	1	1
gene_3218812	mdtA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62971	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3234009	poxtA	1	1	1	1	1	1	1	1	1	3869	1	1	1	2862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19470	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4434	1	2488	29891	1	1	1	2219	5919	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3245738	mdtA	1634	2178	18864	1	1	3491	1	3787	3234	7831	1	1	1	1	1	1	5727	4487	5702	1	1	1	1	7762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2000	1	1	1	1	1	1	1	1	1	1	1	1	1	2533	1	1	1	1	1	1
gene_3257461	bacA	3960	5277	1	1	1	1	1	1	1	1	13956	15823	1	1	13774	1	6939	43498	13817	11075	1	1	24615	18810	1	1	1	1	61541	1	1	1	1	8931	1	1	16129	1	1	1	7137	11265	1	1	1	1	1	24708	1	1	16547	1	10653	11584	7692	1	1	1	1	7309	5438	1	1	1	1	1	1	1	7259	9601	1	1	1	1	7277	1	1	1	1	1	1	1	12418	75094	12485	42972	14708	23580	12655	1	7205	6274
gene_3260134	dfrG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7855	1	1	1	1	1	1	1	1	1	1	8299	20485	6980	1	1	12696	1	15885	17953	5326	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6575	1	5124	1	1	1	1	6487	1	1	5946	5178
gene_3276438	acrB	1	1	1	1	5482	1	1	11678	1	1	1	6711	1	1	1	1	1	1	1	1	5738	1	1	1	1	4464	4770	1	3729	4753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2604	1	1	1	1	1	1
gene_3278600	poxtA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2540	9300	1	1	1	10294	1	1	1	1	7189	1	1	2587	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2314	1	5191	2836	16205	7265	40792	1	12354	1	1	4124	1	1	1	1	1	1	2282	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3294534	Escherichia coli ampC1 beta-lactamase	1	1	1	1	1	1	1	1	1	4727	1	7883	1	1	1	1	1	5417	1	5517	1	1	1	9371	1	1	2801	1	30659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3832	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1813	1	1	1	1	1	1	1	1	1	1	1	1	3916	1	1	1	1
gene_3296739	TEM-1	30242	10076	1	1	6170	1	1	21904	3741	1	9993	7553	13953	1	13150	1	3312	51910	26383	5287	9686	34370	19583	67343	1	10048	2684	270124	20984	1	1	1	1	1	13263	1	19248	1	1	15563	27253	18821	9971	1	2903	19401	1	8846	1	1	47393	4037	10171	11059	3672	5078	1	3461	1	3489	15574	7402	2912	9544	12120	4075	1	1	17325	4583	1	2314	1	7288	12158	6249	1	1	1	1	1	1	14820	129047	1	58608	1	3752	1	7958	6879	2995
gene_3301552	emrA	1722	1	1	1	5621	1	1	11974	1	1	1	1	1	1	1	1	1	9459	6009	1	1	1	1	1	1	1	1	1	3824	1	1	1	1	1	1	1	3507	1	1	1	3104	2450	1	1	1	13257	1	1	1	1	86360	1	1	1	1	1	1	1	1	3179	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2922	1	19596	1	1	1	1	1	1	1	1
gene_330999	AAC(6')-Iid	38536	1	6845	1	1	6333	1	13741	11736	7103	1	1	1	1	5156	1	5195	8141	1	16582	1	4492	1	7041	1	1	1	1	1	1	1	1	1	1	6934	1	1	1	1	18305	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3331569	AcrF	17613	9389	1	1	11498	1	1	16328	1	8441	9311	7038	69341	1	21444	1	9259	48370	55315	9852	3009	34695	21898	71118	1	11704	1	1	31285	19939	1	1	1	7945	4120	1	7174	1	1	3625	1	1	1	8381	1	4520	1	21981	3662	1	36801	3762	1	1	3421	9464	8562	9676	5741	6502	2419	1	2714	1	1	1	1	1	12915	8541	1	1	9914	1	12948	1	1	3089	1	1	1	1	19333	80166	1	35498	6542	10489	8444	11123	16024	8373
gene_3335434	Escherichia coli ampC1 beta-lactamase	2500	3332	1	1	1	1	1	1	1	1	4405	9990	6151	1	1	1	1	1	8723	1	4270	11364	1	5938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5948	1	1	1	1	1	1	130585	1	1	1	4856	1	1	4578	1	27687	1	1	1	1	1	1	1	1	1	1	1	1	7036	1	1	1	1	1	1	1	1	1	1	9482	1	1	1	1	1	1	1	1
gene_3350018	mdtB	3581	2386	1	1	11688	1	1	16598	1	4290	1	1	35243	1	1	1	3137	14751	24990	1	1	1	1	17010	4026	4759	1	1	3975	1	1	2699	1	1	1	1	1	1	4303	1	1	1	1	1	1	1	1	5586	1	1	3741	1	1	1	1	1	1	6557	1	3305	1	1	1	1	1	1	1	2461	1	1	1	1	1	1	3290	1	1	1	1	1	1	1	1	3395	1	5551	1	1	1	1	1	2837
gene_3360374	bacA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	97155	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3368809	evgA	228084	86265	142337	13202	261588	19754	18324	314321	24405	214183	190106	332550	257862	16391	75055	8944	48612	643328	247379	206902	57916	163469	114962	336767	34655	86023	43771	880974	301114	322763	1	9293	17015	1	7209	5267	12555	1	1	6344	5555	17538	16260	1	1	23728	4831	24042	12816	15655	521657	13166	16585	18034	1	8281	1	11289	20094	45515	1	6035	9498	1	4941	13291	1	4237	11301	7473	1	3773	17350	11885	28323	20381	1	5406	1	1	1	1	38666	128599	1	57342	1	6118	14776	1	11217	1
gene_3380511	tet(44)	16438	43817	75913	1	53659	386291	244326	1	97619	78780	28969	1	1	1	28592	23850	345684	1	1	91956	84242	199276	1	39045	1	152929	186756	1	1	1	1	247802	120995	37077	76900	280895	133922	100364	237070	135349	266649	1	433603	117329	378651	168731	257651	256444	170874	1	34348	386204	132683	456872	31933	264989	39954	481658	160752	455152	225750	128746	75982	276681	79058	177216	298525	45195	90406	79714	487667	80483	231335	316928	30211	1	27038	1	1	27695	429943	139467	128887	280580	259166	76457	488487	652630	315225	103815	119645	130242
gene_3380518	Escherichia coli ampC beta-lactamase	232149	91557	76576	1	193313	30363	1	406284	9378	221375	233772	274516	110749	12597	94766	6874	20756	416366	173593	159016	60698	168710	49086	219439	21308	81855	47097	338540	215645	221245	1	1	1	1	1	1	1	1	1	4876	4269	1	1	1	1	1	1	1	4925	18047	202937	1	1	1	4602	1	11515	8676	11583	4373	1	1	10949	1	3798	5108	1	3256	1	1	1	1	26669	1	6530	7832	3896	1	1	1	1	1	3715	35940	1	11018	17598	1	3785	1	1	3754
gene_3413414	mdtB	1	1	1	1	1	1	1	4396	1	1	1	1	1	1	1	1	1	5209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4867	1	1	1	1	99080	4051	1	1	1	1	1	1	1	7002	1	1	1	1	3041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3414021	mdtC	1	1	1	1	1	1	1	4396	3755	4545	1	1	1	1	1	1	1	10418	1	1	6480	1	1	1	1	2521	1	1	4211	1	1	1	1	4278	1	1	1	1	1	1	1	1	5003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2974	1	1	1	1	1	1	1	6903	1
gene_3444040	Escherichia coli ampC beta-lactamase	19443	18139	4489	1	31734	8307	1	13519	3849	4659	1	1	110039	3447	30437	2821	10222	53398	47494	5438	3321	23570	1	73892	1	7752	1	1	43170	1	1	1	1	4385	1	1	1	1	1	1	3504	5532	5129	1	1	1	6095	24266	1	1	4063	1	5231	1	1	5224	1	1	1	1	1	1	2996	3273	1	1	1	1	3564	1	1	1	5472	1	5360	1	1	10230	1	1	1	1	6098	18437	6131	45216	1	1	6214	4093	1	1
gene_3450763	Escherichia coli ampC beta-lactamase	1	1	1	1	1	1	1	1	1	1	4509	1	6296	1	8901	1	1	7027	1	1	1	19387	1	1	1	3401	1	1	1	7242	1	1	1	1	5985	1	1	1	1	1	1	1	1	6088	1	1	1	1	1	1	187130	16395	1	1	1	1	1	4686	1	23616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2351	1	1	1	1	1	1	1	8025	29117	1	1	1	1	1	1	1	8109
gene_3472734	YojI	2032	1	1	1	6632	1	1	4709	1	1	3580	1	4999	1	1	1	1	1	1	5683	1	1	1	1	1	5400	1	1	22555	1	1	1	1	1	1	1	1	1	1	1	3662	2890	10718	1	1	10427	1	9509	1	1	12736	1	1	1	1	1	1	3721	1	1	2790	1	1	1	3257	1	1	1	7449	1	1	1	5718	1	7468	1	1	1	1	1	1	1	9558	38532	1	40949	1	4033	9740	1	7394	12878
gene_3474397	mphB	14276	1	1	1	139796	1	1	1	14129	1	1	1	52690	1	1	1	1	1	1	19964	1	10816	1	16954	1	18972	1	1	47544	20201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11187	11135	1	1	1	1	1	1	1	1	17349	26143	1	1	1	1	1	1	1	1	1	1	13085	1	1	1	1	1	32795	1	1	1	1	1	1	1	22386	54147	1	55330	1	28338	34218	15026	25976	1
gene_3475476	mdtF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3534	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55188	1	1	2972	1	1	1	3721	1	15001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9558	11559	1	1	1	1	1	1	1	1
gene_347574	msbA	191679	69446	66603	3985	227798	15902	2766	310547	9209	136007	195128	267713	167138	14844	108435	13500	44026	508529	217547	114512	34968	204446	71339	327097	23016	72961	31713	398932	237585	305481	1	1	1	2099	6529	3180	17056	1	2237	9577	3354	6618	7363	4427	1	38203	4375	14516	1934	9452	324684	3975	10014	4083	14460	2500	15831	25560	6066	30916	1278	1822	8602	3132	1	2006	1	2558	8529	2256	6901	3417	18332	1	6840	1	1	3264	1	1	1	1	16050	75880	8802	25966	1	5541	5948	1959	15238	5898
gene_3513	poxtA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2805430	33563	1554	3394	171342	1	290942	1459553	1848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3513119	AcrS	4141	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14450	1	1	1	1	1	1	1	1	1	9194	1	1	1	1	1	1	1	1	1	1	1	7463	5891	1	1	1	1	1	1	1	1	199007	8844	1	12115	8044	1	1	1	1	7644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7853	1	1	1	1	1	1	1	1
gene_3523042	kdpE	2901	7732	1	1	1	1	1	1	1	1	30673	46369	14276	1	20183	1	5084	47801	1	1	4955	21979	6011	6890	1	3855	1	1	12882	24631	1	1	1	1	1	1	5908	1	1	11943	5228	1	1	1	1	29776	1	1	1	1	12123	6196	1	4243	1	1	1	1	1	16064	1	1	4470	1	1	1	1	1	1	1	1	1	8165	11186	5331	1	1	1	1	4887	1	1	4549	66019	9147	58467	1	11517	9271	1	1	1
gene_3526224	AcrS	3960	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3539239	mdtB	8476	2824	4893	1	13834	1	1	1	1	5078	1	8468	31285	1	11057	1	1	23278	14789	1	3620	16055	4391	20133	9530	1	1	1	14115	1	1	1	1	9559	1	1	1	1	1	1	1	1	1	5041	1	21751	1	3306	1	1	66415	4526	1	1	1	1	1	3881	1	11734	1	1	1	7133	1	1	1	2913	3885	5138	1	2594	5964	1	1	1	1	1	2870	1	1	1	9969	16075	6682	13141	1	1	1	1	3856	3358
gene_3542132	tetM	12122	1	1	6490	1	1	1	7024	1	1	1	1	1	1	5271	1	1	8323	1	1	1	1	1	1	1	1	1	1	1	1	1	4568	5577	6835	1	1	12345	1	1	6238	27310	8622	31975	14420	9308	23330	1	28366	12601	15392	50658	1	1	22165	47097	16284	58927	38849	44454	27970	37457	23735	4669	1	1	26137	24460	54158	55557	36740	1	7419	1	11686	27848	50099	1	26575	4105	10211	6097	1	19009	63222	9556	9397	1	12032	1	38278	11029	9604
gene_3558816	tet(W/N/W)	747729	488503	519080	627972	1324072	668179	450351	521037	551416	538685	800940	585873	456965	1160829	1105051	1070679	959195	791882	392240	656121	1694706	962720	1083567	766134	1033032	1234060	1096561	2793719	933181	746906	981983	891417	665473	1036160	823035	926953	646988	611676	740042	734359	1021753	514440	709000	662748	923089	689746	819608	709033	680725	384737	622901	1189927	512802	1479798	1110751	1234227	938383	1190313	1170881	947209	416113	382759	406608	485313	446573	474174	374725	349345	492753	426580	362455	329003	715262	603019	386214	484740	361725	479980	436897	428146	334300	331704	536447	500494	354427	750101	471984	446258	663818	380654	417950	534342
gene_3577101	ErmB	346211	502562	789217	1005904	604645	367447	275313	557090	427778	243065	104923	308417	151930	664508	425745	1122994	711041	193797	30780	382404	71571	207174	159929	298555	292567	146535	469737	1	518993	106098	279426	262610	1026614	1124074	464212	527534	839870	565464	471730	431218	667706	153705	651463	608582	386039	1092123	943567	1032030	774768	448002	368610	527498	522103	2874073	989534	426567	594928	1332636	1624507	569865	684409	604480	686312	738603	335837	532514	685232	439549	739785	764578	915863	755759	713752	731253	468091	262469	243013	425418	322587	471824	669920	609911	259345	857329	1599243	1117944	819110	757289	778772	533844	633974	447269
gene_3577271	tet(44)	121779	59019	1048064	71127	180689	354757	131637	76977	745093	159168	39019	1	27241	39248	38512	64249	97003	1	1	61930	1	201310	1	1	248950	147133	220105	1	49161	31333	180364	233642	142601	49941	284843	189174	270577	135184	186269	22788	119720	141733	350422	79017	85003	142044	381744	259061	46031	421716	69396	236452	148930	145748	21506	297436	53816	304108	54131	224789	304072	303473	341145	223603	301712	310310	424433	258718	223247	187898	328429	420074	218115	298818	203464	366028	36419	116497	269920	186516	490013	338135	312484	104979	209448	446257	452349	263716	159221	116527	181299	105256
gene_3579571	kdpE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8319	1	1	8093	1	1	1	1	19770	1	1	1	6127	1	1	1	5140	5822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11963	1	1	1	1	1	1	1	1
gene_3585992	tet(L)	55117	19331	1	1	1	1	8623	100852	1	1	1	1	14276	5142	10091	1	1	55768	1	40569	1	8792	1	1	1	3855	1	1	1	1	1	13119	26690	13086	20356	4957	11817	8856	1	17914	31370	16506	38259	6902	40092	14888	9094	36204	6031	44201	109105	61958	7805	84868	67623	46763	133964	106248	56736	10709	15935	28400	13409	9765	9301	6255	23414	961057	85088	56269	1	17754	8165	1	55980	19182	14314	10175	7859	29324	5836	4922	18196	148542	18294	26985	1	5758	23178	12214	52785	27581
gene_3602763	baeR	1	12684	1	1	1	1	1	1	1	1	1	38030	46836	1	16553	1	1	26137	33210	1	16257	1	39441	90421	1	12648	1	1	1	26935	1	1	1	1	22260	1	1	1	1	1	1	1	1	1	1	97686	1	1	1	1	19886	1	1	13921	1	1	1	34857	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26236	1	31307	1	1	1	1	1	14924	144392	1	88529	1	1	1	1	17317	1
gene_3603401	bacA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36290	1	1	1	1	1	1	1	1	1	1	1	1	1	46325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52985	87190	1	1	1	1	1	1	38208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3606030	mdtB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5752	1	1	1	1	42154	1	1	1	1	6022	1	1	1	4138	1	1	3454	1	1	1	1	1	1	1	1	1	1	1	4120	1	1	1	1	1	1	1	3515	4251	1	1	1	1	1	1	1	1
gene_3615335	mdtM	9117	9113	5263	1	37201	1	1	5283	1	5462	8033	1	50476	1	3964	1	1	62597	63630	6375	1	3454	9446	27069	1	6058	1	1	20243	1	1	1	4194	5141	1	1	1	1	1	1	4108	1	6012	1	1	5849	1	3556	4739	5788	71438	4868	1	1	1	1	1	1	7430	4207	3130	1	3512	1	1	1	1	1	8357	1	1	2790	12830	8789	10472	1	1	3997	1	1	1	1	10722	17291	7187	14135	1	1	3642	9596	4147	7223
gene_3617004	mdtP	4540	1	1	1	1	1	1	1	1	1	12000	18140	1	1	15792	3293	7955	12467	1	12697	3877	20636	1	16174	1	12066	3223	1	10079	44967	1	3422	1	1	1	1	9246	1	1	1	4091	1	1	1	1	23298	1	10623	1	1	33198	1	1	3320	1	1	1	1	1	1	1	1	1	1	1	4894	1	1	1	1	1	2778	1	8752	4171	1	1	1	3074	1	1	1	21355	99005	1	24632	1	4506	10881	4778	12390	3597
gene_3628040	mdtF	1	1	1	1	1	1	1	1	1	1	1	1	6417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3710	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
